Timestamp,Teilbereich der Ausbildung,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Fachbereich,Fachbegriff,Inhalt,Fachbegriff,Definition,Erläuterung,Praxisbeispiel,Verwandte Themen,Kommentar/Bemerkung,Skizze,Lernfrage,Antwortmöglichkeit 1 (bitte hier immer die richtige Antwort),Begründung 1,Antwortmöglichkeit 2,Begründung 2,Antwortmöglichkeit 3,Begründung 3,Antwortmöglichkeit 4,Begründung 4,Antwortmöglichkeit 5,Begründung 5,Lernfrage,Skizze,Antwort 1,Antwort 2,Antwort 3,Antwort 4,Antwort 5,Antwort 6,Antwort 7,Antwort 8,Begründung,Beispielrechnung,Skizze,Antwortmöglichkeit 1 (bitte hier immer die richtige Lösung),Begründung 1,Antwortmöglichkeit 2,Begründung 2,Antwortmöglichkeit 3,Begründung 3,Antwortmöglichkeit 4,Begründung 4,Antwortmöglichkeit 5,Begründung 5,Lernfrage,Skizze,Antwortmöglichkeit 1 (bitte richtige Wahl),Begründung 1,Antwortmöglichkeit 2 (bitte richtige Wahl),Begründung 2,"Antwortmöglichkeit 3 (falls richtig, am Anfang der Antwort mit ""R:"" beginnen)",Begründung 3,Antwortmöglichkeit 4,Begründung 4,Antwortmöglichkeit 5,Begründung 5,Skizze,Auswahl 1,Zugehörig zu Auswahl 1,Auswahl 2,Zugehörig zu Auswahl 2,Auswahl 3,Zugehörig zu Auswahl 3,Auswahl 4,Zugehörig zu Auswahl 4,Auswahl 5,Zugehörig zu Auswahl 5,Begründung,Skizze,Frage,"Antwort (Soll); bitte bei mehreren Soll, mit einem ; trennen","Antwort (Haben) bitte bei mehreren Haben, mit einem ; trennen",Begründung,Skizze (Leere Tabelle),Fragestellung,Lösung (ergänzte Tabelle),Begründung,Kommentar
28/02/2020 15:11:39,Kunden akquirieren und binden,,,,,"""Marketing-Mix""",,,,,,,,,,,Marketingmix,Artikel/Definition/Beispiel,Produktpolitik,"Die Produktpolitik umfasst alle Entscheidung, die das Leistungsangebot eines Unternehmens umfassen. 
- Eigenschaften des Produktes, des Produktionsprogramms
- Produktbeschreibung und Funktionen
- Verpackung
- Patente
- Produktgestaltung
- Marke: ""branding"", alle Produkte des Unternehmens sollen mit der Marke in Zusammenhang gebracht werden.
- Service: zusätzliche kundenfreundliche Dienstleistungen","Produktlebenszyklus: 
Der Produktlebenszyklus gibt den Umsatz und den Gewinn über die Lebensspanne eines Produktes an und sollte im Auge behalten werden. 
Die Lebensspanne beginnt mit der Produktinnovation, also der Erfindung und Entwicklung eines neuen Produktes. Danach kommt die Produktvariation, bei der technische Verbesserungen dazu führen, dass das Vorgängermodell nicht weiter produziert wird. Bei der Produktdifferenzierung kann dann, eine bestehende Produktlinie um ein neues Produkt ergänzt werden, dadurch entsteht eine Sortenvielfalt. Die Produktdiversifikation fügt eine zusätzliche Produktlinie hinzu, dadurch entsteht eine Artenvielfalt. Zum Schluss wird das Produkt dann vom Markt genommen, also eliminiert.

Einteilung der Produkte hinsichtlich ihrer Marktchancen: Matrix der Bosten Consulting Group
- Offensivstrategie (Fragezeichen): die Wachstumsraten sind hoch, aber das Produkt hat nur noch einen geringen relativen Marktanteil. Man müsste viel Geld investieren, um das Produkt ganz nach vorn zu bringen.
- Investitionsstrategie (Stars): bei einem hohen relativen Marktanteil, hat das Produkt immer noch hohe Wachstumsraten. Das Produkt wird auch in Zukunft Umsatz bringen, dafür lohnen sich Investitionen.
- Desinvestitionsstrategie (arme Hunde): das Produkt hat einen geringen Marktanteil und kein Wachstum. Das Produkt wird in Zukunft keine Chance haben, es sollte vom Markt genommen werden.
- Abschöpfungsstrategie (Melkkühe): das Produkt hat immer noch einen hohen Marktanteil, aber die Wachstumsraten sind nur gering. Das Produkt ""melkt"" nur noch so lange es noch etwas hergibt, aber es sollte nicht mehr neu investiert werden.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/02/2020 15:34:48,Kunden akquirieren und binden,,,,,"""Marketing-Mix""",,,,,,,,,,,Marketingmix,Artikel/Definition/Beispiel,Preispolitik,"Die Preispolitik legt den Verkaufspreis fest, in Abhängigkeit von der Kunden-, Konkurrenz- und Kostensituation.","1. Orientierung an den eigenen Kosten (Handelskalkulation)
Listeneinkaufspreis
- Rabatt
=Ziel Einkaufspreis
- Skonto
= Bar Einkaufspreis
+ Bezugskosten
=Einstandspreis oder Bezugspreis
+ Handlungskostenzuschlag
= Selbstkosten
+ Gewinn
= Barverkaufspreis
+ Skonto
= Zielverkaufspreis
+Rabatt
=Listenverkaufspreis

2. konkurrenzorientierte Preispolitik:
- Mittelpreisstrategie: unsere Preise entsprechen den Preisen der Konkurrenz, aber auf Dumpingpreise aufpassen, die dauerhaft unterhalb der eigenen Selbstkosten liegen, sind verboten.
- Hochpreisstrategie: wir versuchen einen höheren Preis als die Konkurrenz zu erzielen. Dies gelingt nur, wenn wir bessere Qualität, ein besseres Image oder ein anderes Alleinstellungsmerkmal haben, für das der Kunde bereit ist zu zahlen.
- Marktdurchdringungsstrategie: zuerst niedrige Preise angeben, um das Produkt bekannt zu machen und dann die Preise erhöhen.
- Marktabschöpfungsstrategie: Bei Einführung des Produktes erst hohe Preise angeben, dann an die Konkurrenzprodukte anpassen.

3. nachfrageorientierte Preispolitik:
Es wird der Preis ermittelt, bei dem der Gewinn am höchsten ist. Bei niedrigen Preisen und vielen Kunden, wird der Umsatz höher sein als bei hohen Preisen und wenigen Kunden. Wenn das letztere der Fall ist, sollte versucht werden durch Preisdifferenzierung  und anderen Teilmärkten gesucht werden, wo es Kunden gibt die bereit sind den hohen Preis zu zahlen.
Teilmärkte:
- räumlich
- mengenmäßig
- sachlich
- nach Geschlecht
- nach Marke
- saisonal
- personell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/02/2020 16:12:02,Kunden akquirieren und binden,,,,,"""Marketing-Mix""",,,,,,,,,,,Marketingmix,Artikel/Definition/Beispiel,Kommunikationspolitik,"Die Kommunikationspolitik beschäftigt damit, wie ein Unternehmen über Werbung, Öffentlichkeitsarbeit, Sponsoring und Salespromotion für sein Produkt wirbt.","1. Werbung:
Arten: Einführungswerbung (noch kein Umsatz), Expansionswerbung (noch nicht viel Umsatz), Erinnerungswerbung (Schon lange auf dem Markt aber kein hoher Umsatz mehr)
- Einzelwerbung: das Unternehmen wirbt selbst für sein Produkt.
- Sammelwerbung: mehrere Unternehmen schließen sich zusammen, werben aber jeder für seine eigenen Produkte.
- Gemeinschaftswerbung: mehrere Unternehmen derselben Branche werben gemeinsam für das Produkt, ohne Nennung der Marke.

Werbeplan:
- Bestimmung des Budgets
- Werbeobjekt
- Werbeträger: TV, Radio, Internet, Zeitung
- Werbemittel: Plakate, TV-Spot, Radiospot, Video, Werbeanzeige
- Streukreis: Zielgruppe festlegen
- Streugebiet: Lokal oder überregional 
- Werbeziel
- Streuzeit

Werbeerfolgskontrolle: grundsätzlich ist eine Werbeaktion dann erfolgreich, wenn der Umsatzzuwachs größer als die Werbeaufwendungen ist.

Werbegrundsätze: 
-Werbewirksamkeit: die Zielgruppe soll sich angesprochen fühlen
A: Attention: Aufmerksamkeit erregen
I: Interest: Interesse wecken
D: Desire: Kaufwunsch auslösen
A: Action: das Produkt tatsächlich kaufen
-Werbeklarheit: die Werbung muss verständlich sein und sich einprägen.
- Werbewahrheit: alle Aussagen müssen richtig sein.
- Werbewirtschaftlichkeit: Werbekosten müssten niedriger sein als der Umsatzzuwachs.

2. Salespromotion:
Die Förderung der am Verkaufsprozess beteiligten, eigene Verkaufsmitarbeiter, Händler, Kunden.
-Verkäuferpromotion: Schulungen, Umsatzprovision anbieten, Proben und Produktmuster bereitstellen.
- Händlerpromotion: Muster, Proben, Werbematerial bereitstellen.
- Verbraucherpromotion: das Produkt an den Kunden Heranführen durch, Probierstände, Werbegeschenke, Vorführungen des Produktes, Verständliche Anleitungen.

3. Öffentlichkeitsarbeit:
Bei der Öffentlichkeitsarbeit geht es um die positive Darstellung des Unternehmens in der Öffentlichkeit und um das Vertrauen in das Unternehmen zu stärken. 
Maßnahmen:
- Förderung des Gemeinwohls: durch Spenden, umweltunterstützende Maßnahmen, 
- Öffnung des Unternehmens: Betriebsbesichtigung, Tag der offenen Tür
- Sponsoring: Vertrag mit einem Partner, der die Firma präsentiert

4. moderne Kommunikationsformen
- social Media
- Direktmarketing
-Event- Marketing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/02/2020 16:27:39,Kunden akquirieren und binden,,,,,"""Marketing-Mix""",,,,,,,,,,,Marketingmix,Artikel/Definition/Beispiel,Distributionspolitik,"Die Distributionspolitik, sind die Absatzwege wie das Produkt zum Kunden gelangt.
Der direkte Absatz erfolgt ohne Einschaltung von Zwischenstufen, also der eigene Verkaufsraum, Lagerverkauf, Messen, online-Shop, E-Commerce oder einen Außendienstmitarbeiter (Reisenden).
Der indirekte Absatz erfolgt unter Einschaltung von rechtlich selbstständigen Zwischenstufen, also dem Einzelhandel, Großhandel oder Handelsvertreter.","Vergleich Reisender und Handelsvertreter:

Reisender sind Außendienstmitarbeiter und damit Angestellte, die ein festes Gehalt bekommen, Ersatz der Spesen und ggf. Umsatzprovisionen erhalten. Der Vorteil für eine Unternehmen ist das Außendienstmitarbeiter aufgrund des Angestelltenverhältnisses weisungsgebunden und damit gut kontrollierbar sind. Dazu wird das Image gefördert, wenn ein eigener Angestellte für ein hochpreisigen Produktes wirbt. Der Nachteil sind die hohen Fixkosten durch die Grundgehälter der Reisenden.

Handelsvertreter sind selbstständig und per Vertrag dem Hersteller verpflichtet. Ein Handelsvertreter kann für ein Unternehmen oder aber für mehrere tätig sein. 

--> Ein Unternehmen sollte vorab abwägen, welcher Absatzweg der günstigere ist.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/02/2020 17:26:31,Kunden akquirieren und binden,,,,,Angebot und Nachfrage,,,,,,,,,,,Angebot und Nachfrage,Artikel/Definition/Beispiel,Angebot und Nachfrage,"Das Angebot ist die Menge an vorhandenen Gütern und Dienstleistung auf dem Markt.
Die Nachfrage ist die Absicht von Haushalten und Unternehmen, Waren und Dienstleistungen zu kaufen. Die Anzahl der Nachfragen (Gleichgewichtsmenge) regeln den Gleichgewichtspreis, dieser stellt sich ein, wenn Angebot und Nachfrage übereinstimmen.","Gesetz der Nachfrage: 
Bei steigendem Preis sinkt die Nachfrage, bei sinkendem Preis steigt die Nachfrage.
Gesetz des Angebots: 
Bei steigendem Preis steigt das Angebot, bei sinkenden Preisen sinkt das Angebot.

Angebotskurve:
Die Angebotskurve gibt an, wie viele von einem Gut bei einem bestimmten Preis auf dem Markt angeboten wird.
Nachfragekurve:
Die Nachfragekurve gibt an, wie viel von einem Gut zu welchem Preis nachgefragt wird, also konsumiert wird.

Angebotsüberschuss:
Ein Angebotsüberschuss entsteht, wenn bei einem Marktpreis das Angebot eines bestimmten Gutes größer ist als die Nachfrage. Es werden mehr Güter hergestellt, als am Markt abgesetzt werden können. Der Angebotsüberschuss entsteht also, wenn der aktuelle Preis über dem Gleichgewichtspreis liegt.

Nachfrageüberschuss:
Ein Nachfrageüberschuss entsteht, wenn bei einem aktuellen Preis die Nachfrage nach einem bestimmten Gut größer ist als das Angebot. Es werden mehr Güter nachgefragt als hergestellt und am Markt angeboten werden. Der Nachfrageüberschuss entsteht also, wenn der aktuelle Marktpreis unter dem Gleichgewichtspreis liegt.

Produzentenrente:
= Mehrbetrag, den der Anbieter erhält, weil der GGW-Preis höher ist als der Preis, zu den der Produzent angeboten hätte.

Konsumentenrente:
=Ersparnis des Nachfragers, der bereit gewesen wäre, mehr auszugeben als den Gleichgewichtspreis, den er tatsächlich nur bezahlen muss.

Voraussetzungen des Marktmodells:
- homogene Güter
- keine Präferenzen: räumlich, sachlich, personell, zeitlich
- vollständige Markttransparenz: alle Anbieter und Nachfrager verfügen über alle Informationen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/02/2020 17:34:47,Kunden akquirieren und binden,,,,,Angebot und Nachfrage,,,,,,,,,,,Angebot und Nachfrage,Artikel/Definition/Beispiel,Marktformen,"Polipol: viele Nachfrager, viele Anbieter
Nachfrage- Oligopol: wenige Nachfrager, viele Anbieter
Nachfragemonopol: ein Nachfrager, viele Anbieter
Angebots-Oligopol: wenige Anbieter, viele Nachfrager
Angebotsmonopol: ein Anbieter, viele Nachfrager","Käufer und Verkäufermarkt:

Käufermarkt: Der Käufer hat eine große Marktmacht und kann über das Marktgeschehen bestimmen. Wenn der Preis des Gutes über dem Gleichgewichtspreis liegt (Angebotsüberschuss).
- Nachfragemonopol
- Nachfrageoligopol
- Polipol

Verkäufermarkt: Der Verkäufer hat eine große Marktmacht und kann über das Marktgeschehen bestimmen. Wenn der Preis des Gutes unter dem Gleichgewichtspreis liegt (Nachfrageüberschuss).
- Angebotsmonopol
- Angebotsoligopol
- Polipol",,,Angebot und Nachfrage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/02/2020 18:17:25,Sachgüter und Dienstleistungen beschaffen und Verträge schließen,,,,Beschaffung und Bedarf,,,,,,,,,,,,Beschaffung und Bedarf,Artikel/Definition/Beispiel,Bestellzeitpunkt,"Der Bestellzeitpunkt ist der Tag, an dem spätestens neu bestellt werden muss, damit es keine Verzögerungen bei der Produktion oder keine Probleme bei der Lieferung der Ware gibt. Es gibt zwei Möglichkeiten für Neubestellungen, das Bestellpunktverfahren und das Bestellrhythmusverfahren.","Bestellpunktverfahren:
Der Bestand wird ermittelt, bei dem eine Bedarfsmeldung ausgelöst werden muss. 
Meldebestand = Mindestbestand + (Lieferzeit * Verbrauch)

Bestellrhythmusverfahren:
Das Zeitintervall wird ermittelt, nach dem die Bestellung ausgelöst werden muss
Bestellrhythmus = Höchstbestand - Mindestbestand/ Verbrauch

Vergleich der beiden Verfahren:
- bei gleichmäßigem Lagerabgang führen beide Verfahren zum selben Ergebnis.
- bei ungleichmäßigem Lagerabgang sind beide Verfahren ungeeignet.
- bei A-Gütern ist tendenziell das Bestellpunktverfahren sinnvoller, da der Lagerbestand ständig kontrolliert wird und damit Diebstahl, Verderb schnell festgestellt werden können.
-bei C-Gütern ist tendenziell das Bestellrythmusverfahren geeigneter, da es weniger aufwendig ist.","Der Verbrauch beträgt: 6 Pakete/Tag
Der Höchstbestand: 500
Lieferzeit: 3 Tage
Mindestbestand: 20 Pakete

Bestellpunktverfahren:
Meldebestand= 20+3*6 =38 Stück
Antwort: Wenn der Bestand von 38 Stück erreicht ist muss neu bestellt werden.

Bestellrhythmusverfahren:
Bestelrhytmus= 500-20 / 80
Antwort: Alle 80 Tage muss neu bestellt werden.",,Beschaffung und Bedarf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/02/2020 19:42:13,Sachgüter und Dienstleistungen beschaffen und Verträge schließen,,,,Beschaffung und Bedarf,,,,,,,,,,,,Beschaffung und Bedarf,Artikel/Definition/Beispiel,ABC-Analyse,"Ziel ist es, die Güter herauszufinden, die besonders wichtig sind und bei denen sich ein entsprechender Aufwand (Angebote einholen, Preise vergleichen, Preisverhandlungen führen, Lagerplatz bereitstellen und überwachen) lohnt.","Benötigt werden: 
- Menge des benötigten Gutes
- Einzelpreis
Schritt 1: Berechnen des Gesamtwertes
Schritt 2 : Ermitteln der prozentualen Anteils am Gesamtwert
Schritt 3 : Einteilen der Güter in A-, B- oder C- Güter

A-Güter: bis ca. 65-80 % am Gesamtwert
B-Güter: weiter bis ca. 85-95 % 
C- Güter: restlich bis 100 %",,,Beschaffung und Bedarf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/02/2020 19:53:48,Sachgüter und Dienstleistungen beschaffen und Verträge schließen,,,,Beschaffung und Bedarf,,,,,,,,,,,,Beschaffung und Bedarf,Artikel/Definition/Beispiel,Bezugsquellenermittlung,"1. interne Bezugsquellen:
Lieferantendatei: 
- nach Lieferanten geordnet
- gibt an, welche Artikel dieser Lieferant liefert
- enthält auch interne Bemerkungen zum Lieferanten

Artikeldatei:
- nach Artikeln geordnet
- gibt an, von welchen Lieferanten der Artikel bezogen wird
- enthält alle Infos über den Artikel: Nummer, Meldebestand, Preis

2. externe Bezugsquellen:
Internet:
- allgemeine Suchmaschinen
- spezielle Seiten für Bezugsquellen
- Adress- und Branchenverzeichnisse
- Messen, Ausstellungen 
- Kataloge, Fachzeitschriften",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/02/2020 20:00:14,Sachgüter und Dienstleistungen beschaffen und Verträge schließen,,,,Sonstiges,,,,,,,,,,,,Arten der Anfrage,Artikel/Definition/Beispiel,Arten der Anfrage,Bei Anfragen differenziert man zwischen bestimmten und unbestimmten Anfragen.,"bestimmte Anfrage:
- konkrete Kaufabsicht
- sollte eine möglichst genaue Beschreibung des benötigten Produktes enthalten
- Informationellen über Preis, Lieferzeit, Lieferung und Zahlungsbedingungen, Rabatte sollten angefragt werden

unbestimmte Anfrage:
- ohne besondere Kaufabsicht
- dient der allgemeinen Information über bestimmte Produkte: Kataloge, Preislisten, Muster",,"Willenserklärung, zustandekommen eines Kaufvertrags",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beschaffung und Bedarf
28/02/2020 20:10:50,Sachgüter und Dienstleistungen beschaffen und Verträge schließen,,,,Sonstiges,,,,,,,,,,,,Angebotsvergleich,Artikel/Definition/Beispiel,Angebotsvergleich,"Bei dem Angebots vergleich geht es darum, herauszufinden, welches das beste Produkt oder die beste Dienstleistung für das Unternehmen ist.
- quantitativer Angebotsvergleich: anhand des Preises
- qualitativer Angebotsvergleich: mit weitern Kriterien","quantitativer Angebotsvergleich:
Einkaufskalkulation:
Listeneinkaufspreis
- Rabatt
= Zieleinkaufspreis
- Skonto
= Bareinkaufspreis
+ Bezugskosten
= Bezugspreis

qualitativer Angebotsvergleich:
1. Kriterien aufstellen
2. Kriterien subjektiv gewichten (insgesamt 100 %)
3. objektiv bewerten, inwieweit das Angebot die jeweiligen Kriterien erfüllt (Voll erfüllt=5 Punkte und kaum erfüllt= 1 Punkt)
4. multiplizieren: Erfüllungsgrad * Prozentsatz
5. Ergebnisse addieren, der Sieger ist das Angebot mit der höchsten Punktzahl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beschaffung und Bedarf
28/02/2020 20:37:07,Werteströme erfassen und beurteilen,,,,,,Bilanz,,,,,,,,,,Bilanz,Artikel/Definition/Beispiel,Bilanz,"Nach dem HGB hat ein Kaufmann zu Beginn seines Handelsgewerbes und danach für den Abschluss jedes Geschäftsjahres eine Bilanz zu erstellen, in der seine Vermögens- und Schuldenverhältnisse zu erkennen sind.

Die Bilanz ist nach HGB in Kontoform darzustellen. Die linke Seite der Bilanz stellt die Aktivseite dar, auf der die Aktiva (Vermögensposten) stehen und die rechte Seite stellt die Passivseite dar, auf der die Passiva stehen. ","Aktivseite: Ordnung nach steigender Liquidität 
A. Anlagevermögen (AV)
1. Grundstücke und Gebäude
2. Maschinen und Anlagen
3. Fuhrpark
4. Betriebs- und Geschäftsausstattung
- bleiben fest und lang im Unternehmen

B. Umlaufvermögen (UV)
1. Vorräte (Handelswaren), Rohstoffe, Lagerbestand
2. Forderungen aus Lieferung und Leistung
3. Kasse
4. Bankguthaben
- in ständiger Veränderung

Passivseite: Ordnung nach steigender Fälligkeit
A. Eigenkapital 

B. Verbindlichkeiten
I Langfristige Schulden
1. Hypothekenschulden
2. Darlehen 
II. kurzfristige Schulden
1. Verbindlichkeiten aus Lieferung und Leistung
2. sonstige Verbindlichkeiten


kurzfristige Schulden: müssen bis zur nächsten Bilanz bezahlt werden.
langfristige Schulden: sind nächstes Jahr immer noch da.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/02/2020 22:17:14,Werteströme erfassen und beurteilen,,,,,,Bilanz,,,,,,,,,,Bilanz,Artikel/Definition/Beispiel,Bilanzveränderungen,"- Aktivtausch
- Aktiv-Passiv- Mehrung
- Aktiv- Passiv- Minderung
- Passivtausch","Aktivtausch: 
- Veränderungen nur auf der Aktivseite der Bilanz
- Ein Wert wird von einer Position auf der Aktivseite in eine andere Position ""verschoben""
- Bilanzsumme bleibt gleich

Aktiv-Passiv-Mehrung:
- auf beiden Seiten der Bilanz hat sich eine Position vermehrt
- Die Werte der beiden Vermehrungen sind gleich hoch
- Die Bilanzsumme hat sich auf beiden Seiten um den Betrag der Aktiv-Passiv- Mehrung erhöht

Aktiv-Passiv-Minderung:
- Auf beiden Seiten der Bilanz hat sich eine Position vermindert
- Die Werte der beiden Verminderungen sind auf beiden Seiten gleich groß
- Die Bilanzsumme hat sich auf beiden Seiten um den Wert der Minderung verringert 

Passivtausch: 
- Auf der Passivseite der Bilanz nimmt eine Position ab und eine andere Position zu
- Die Bilanzsumme bleibt gleich
- Die Werte der Zu- und Abnahme sind gleich hoch, der Betrag wird nur von der einen in die andere Position ""verschoben""","Gründung eines Unternehmens mit 5000 Euro Bargeld
Aktivseite: 
UV
- Kasse 5000 Euro
-Summe 5000 Euro
Passivseite:
- Eigenkapital 5000 Euro
- Summe 5000 Euro

Aktivtausch: Einzahlung von 4000 Euro auf das Bankkonto
Aktivseite:
UV
- Kasse 1000 Euro
- Bank 4000 Euro
- Summe 5000 Euro
Passivseite:
- Eigenkapital 5000 Euro
- Summe 5000 Euro

Aktiv-Passiv-Mehrung: Das Roller Unternehmen stellt fest, dass es nicht genug Eigenkapital hat und gibt aus seinem Privatvermögen weitere 2000 Euro dazu.
Aktivseite:
AV
-Fuhrpark 2000 Euro
UV
- Kasse 1000 Euro
- Bank 4000 Euro
- Summe 7000 Euro
Passivseite:
- Eigenkapital 5000 Euro
- Verbindlichkeiten aus Lieferung und Leistung 2000 Euro
- Summe 7000 Euro

Aktiv-Passiv-Minderung: Wir bezahlen die Rollerrechnung.
Aktivseite:
AV
-Fuhrpark 2000 Euro
UV
- Kasse 1000 Euro
- Bank 2000 Euro
- Summe 5000 Euro
Passivseite:
- Eigenkapital 5000 Euro
- Summe 5000 Euro

Passivtausch: Wir wandeln die Verbindlichkeiten aus dem Rollerverkauf in ein Darlehen um (Die Zahlung aus dem Beispiel vorher findet nicht statt).
Aktivseite:
AV
-Fuhrpark 2000 Euro
UV
- Kasse 1000 Euro
- Bank 4000 Euro
- Summe 7000 Euro
Passivseite:
- Eigenkapital 5000 Euro
- Darlehen 2000 Euro
- Summe 7000 Euro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/02/2020 22:21:25,Werteströme erfassen und beurteilen,,,,,,Bilanz,,,,,,,,,,Bilanz,Artikel/Definition/Beispiel,Bilanzsumme,Die Bilanzsumme ist die Summe aller Aktiva und aller Passiva. Die beiden Summen müssen immer gleich sein. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/02/2020 22:36:30,Werteströme erfassen und beurteilen,,,,,,Bilanz,,,,,,,,,,Bilanz,Artikel/Definition/Beispiel,Eröffnungsbilanz,"Die Eröffnungsbilanz wird genutzt, um die Bestandskonten zu eröffnen und ist ein Hilfskonto. Das Eröffnungsbilanzkonto enthält dieselben Informationen wie die Eröffnungsbilanz, allerdings spiegelverkehrt. Es werden am Beginn jedes neuen Geschäftsjahres eine neue Eröffnungsbilanz erstellt, in der die vorher durch die Inventur ermittelten Bestände auf die entsprechenden aktiven und passiven Bestandskonten eingetragen werden.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
